date	status	zdf_url	returned_date	title
30.09.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-30-september-2025-100	20250930	Der Talk vom 30. September
02.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-2-oktober-2025-102	20251002	Der Talk vom 2. Oktober
09.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-9-oktober-2025-100	20251009	Der Talk vom 9. Oktober
21.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-21-oktober-2025-100	20251021	Der Talk vom 21. Oktober
23.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-23-oktober-2025-102	20251023	Der Talk vom 23. Oktober
28.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-28-oktober-2025-100	20251028	Der Talk vom 28. Oktober
30.10.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-30-oktober-2025-100	20251030	Der Talk vom 30. Oktober
04.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-4-november-2025-100	20251104	Der Talk vom 4. November
05.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-5-november-2025-100	20251105	Der Talk vom 5. November
06.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-6-november-2025-102	20251106	Der Talk vom 6. November
13.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-13-november-2025-100	20251113	Der Talk vom 13. November
19.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-19-november-2025-100	20251119	Der Talk vom 19. November
20.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-20-november-2025-100	20251120	Der Talk 20. November
26.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-26-november-2025-100	20251126	Der Talk vom 26. November
27.11.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-27-november-2025-102	20251127	Der Talk vom 27. November
02.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-2-dezember-2025-100	20251202	Der Talk vom 2. Dezember
09.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-9-dezember-2025-100	20251209	Der Talk vom 9. Dezember
10.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-10-dezember-2025-100	20251210	Der Talk vom 10. Dezember
11.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-11-dezember-2025-102	20251211	Der Talk vom 11. Dezember
16.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-16-dezember-2025-100	20251216	Der Talk vom 16. Dezember
18.12.2025	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-18-dezember-2025-100	20251218	Der Talk vom 18. Dezember
06.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-6-januar-2026-100	20260106	Der Talk vom 6. Januar
07.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-7-januar-2026-100	20260107	Der Talk vom 7. Januar
20.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-20-januar-2026-100	20260120	Der Talk vom 20. Januar
21.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-21-januar-2026-100	20260121	Der Talk vom 21. Januar 2026
22.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-22-januar-2026-102	20260122	Der Talk vom 22. Januar
28.01.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-28-januar-2026-100	20260128	Der Talk vom 28. Januar
03.02.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-3-februar-2026-100	20260203	Der Talk vom 3. Februar
17.02.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-17-februar-2026-100	20260217	Der Talk vom 17. Februar
18.02.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-18-februar-2026-100	20260218	Der Talk vom 18. Februar
19.02.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-19-februar-2026-102	20260219	Der Talk vom 19. Februar
24.02.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-24-februar-2026-100	20260224	Der Talk vom 24. Februar
02.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-2-maerz-2026-100	20260302	Der Talk vom 2. März 2026
03.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-3-maerz-2026-100	20260303	Der Talk vom 3. März
04.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-4-maerz-2026-102	20260304	Der Talk vom 4. März
12.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-12-maerz-2026-102	20260312	Der Talk vom 12. März 
19.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-19-maerz-2026-102	20260319	Der Talk vom 19. März
24.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-24-maerz-2026-100	20260324	Der Talk vom 24. März
25.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-25-maerz-2026-100	20260325	Der Talk vom 25. März
26.03.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-26-maerz-2026-100	20260326	Der Talk vom 26. März
01.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-1-april-2026-100	20260401	Der Talk vom 1. April 
02.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-2-april-2026-100	20260402	Der Talk vom 2. April
08.04.2026	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-8-april-2026-100	20260408	Der Talk vom 8. April 
